,Position,Curvature
0,0.0,0.5170758022479783
1,0.012244897959183673,0.7737744802279034
2,0.024489795918367346,1.026714872807914
3,0.03673469387755102,1.0193684175302948
4,0.04897959183673469,1.0121767600869604
5,0.061224489795918366,1.0048658517150215
6,0.07346938775510203,0.9976366625389973
7,0.08571428571428572,0.9899378745814347
8,0.09795918367346938,0.9821172653961933
9,0.11020408163265305,0.975533268047058
10,0.12244897959183673,0.9697591876806407
11,0.1346938775510204,0.9607462731666505
12,0.14693877551020407,0.9521882955716718
13,0.15918367346938775,0.9479594400057173
14,0.17142857142857143,0.9386939247290161
15,0.18367346938775508,0.9276075406307224
16,0.19591836734693877,0.9213769595931642
17,0.20816326530612245,0.9176201686174383
18,0.2204081632653061,0.9132536662443289
19,0.23265306122448978,0.9037119362965029
20,0.24489795918367346,0.8939488342925346
21,0.2571428571428571,0.8855707576033713
22,0.2693877551020408,0.8795292573950708
23,0.2816326530612245,0.8716078878223992
24,0.29387755102040813,0.8611856204025129
25,0.30612244897959184,0.8606397903669547
26,0.3183673469387755,0.8531646043486838
27,0.33061224489795915,0.8398471670768222
28,0.34285714285714286,0.8347908223651174
29,0.3551020408163265,0.8274368620727048
30,0.36734693877551017,0.819554177185695
31,0.3795918367346939,0.8187131003643904
32,0.39183673469387753,0.8097531758785234
33,0.4040816326530612,0.7941183880999644
34,0.4163265306122449,0.7903113038631752
35,0.42857142857142855,0.7873252274809821
36,0.4408163265306122,0.7717614105691809
37,0.4530612244897959,0.777540057062313
38,0.46530612244897956,0.7692342115636579
39,0.4775510204081632,0.7426679635673414
40,0.4897959183673469,0.7584741981051255
41,0.5020408163265306,0.7374642800611072
42,0.5142857142857142,0.7151805156324457
43,0.5265306122448979,0.7369336879792073
44,0.5387755102040817,0.7294554371375593
45,0.5510204081632653,0.7071982946200326
46,0.563265306122449,0.6919126067755278
47,0.5755102040816327,0.707797749738458
48,0.5877551020408163,0.5594524583118355
49,0.6,0.3882384368271995
